Average,BestPic_Gross,Best_Picture,DirectorName,No_Of_Movies,Total_Gross,_id
20500000.0,53700000.0,P.S. I Love You,Richard LaGravenese,6,122800000.0,5cbf57e7f1b3f84eb09ba5c9
16100000.000000002,57500000.0,Pet Sematary,Mary Lambert,5,80600000.0,5cbf57e7f1b3f84eb09ba5ca
12000000.0,34500000.0,Concussion (2015),Peter Landesman,3,36000000.0,5cbf57e7f1b3f84eb09ba5cb
44800000.0,141600000.0,National Lampoon's Animal House,John Landis,15,672000000.0,5cbf57e7f1b3f84eb09ba5cc
30000000.0,55700000.0,Happy Death Day,Christopher B. Landon,4,119900000.0,5cbf57e7f1b3f84eb09ba5cd
4300000.0,14000000.0,Jackie,Pablo Larrain,4,17300000.0,5cbf57e7f1b3f84eb09ba5ce
207200000.0,245900000.0,Toy Story 2,John Lasseter,5,1036000000.0,5cbf57e7f1b3f84eb09ba5cf
12800000.0,12800000.0,Silent House,Laura Lau,1,12800000.0,5cbf57e7f1b3f84eb09ba5d0
42300.0,42300.0,Breathe,Melanie Laurent,1,42300.0,5cbf57e7f1b3f84eb09ba5d1
211600000.0,424700000.0,Catching Fire,Francis Lawrence,7,1481500000.0,5cbf57e7f1b3f84eb09ba5d2
60000000.0,140500000.0,Deep Impact,Mimi Leder,4,239900000.0,5cbf57e7f1b3f84eb09ba5d3
42200000.0,132199999.99999999,Hulk,Ang Lee,13,548300000.0,5cbf57e7f1b3f84eb09ba5d4
4600000.0,8900000.0,Battle of the Year,Benson Lee,2,9200000.0,5cbf57e7f1b3f84eb09ba5d5
400700000.0,400700000.0,Frozen,Jennifer Lee,1,400700000.0,5cbf57e7f1b3f84eb09ba5d6
49400000.0,115200000.0,Girls Trip,Malcolm D. Lee,10,494200000.0,5cbf57e7f1b3f84eb09ba5d7
5700000.0,5700000.0,The Warrior's Way,Sngmoo Lee,1,5700000.0,5cbf57e7f1b3f84eb09ba5d8
19500000.0,88500000.0,Inside Man,Spike Lee,22,429100000.0,5cbf57e7f1b3f84eb09ba5d9
16500000.0,42700000.0,Because I Said So,Michael Lehman,9,148100000.0,5cbf57e7f1b3f84eb09ba5da
3400000.0,13400000.0,Secrets & Lies,Mike Leigh,12,41300000.0,5cbf57e7f1b3f84eb09ba5db
139800000.0,324600000.0,Deadpool 2,David Leitch,3,419300000.0,5cbf57e7f1b3f84eb09ba5dc
73000000.0,139200000.0,The Santa Clause 2,Michael Lembeck,4,291800000.0,5cbf57e7f1b3f84eb09ba5dd
8800.0,8800.0,Hell Baby,Thomas Lennon & Ben Garant,1,8800.0,5cbf57e7f1b3f84eb09ba5de
44800000.0,84300000.0,Annabelle,John R. Leonetti,3,134500000.0,5cbf57e7f1b3f84eb09ba5df
64300000.0,64300000.0,The Nut Job,Peter Lepeniotis,1,64300000.0,5cbf57e7f1b3f84eb09ba5e0
81700000.0,163200000.0,Clash of the Titans,Louis Leterrier,6,490300000.0,5cbf57e7f1b3f84eb09ba5e1
9300000.0,18600000.0,Man on a Ledge,Asger Leth,2,18700000.0,5cbf57e7f1b3f84eb09ba5e2
120500000.0,198400000.0,Monsters Vs. Aliens,Rob Letterman,4,482100000.0,5cbf57e7f1b3f84eb09ba5e3
2800000.0,2800000.0,The Pyramid,Gregory Levasseur,1,2800000.0,5cbf57e7f1b3f84eb09ba5e4
11700000.0,11700000.0,Knockaround Guys,David Levien,1,11700000.0,5cbf57e7f1b3f84eb09ba5e5
38500000.0,66400000.00000001,Warm Bodies,Jonathan Levine,5,192400000.0,5cbf57e7f1b3f84eb09ba5e6
36900000.0,172800000.0,Rain Man,Barry Levinson,22,812700000.0,5cbf57e7f1b3f84eb09ba5e7
102800000.0,250900000.0,Night at the Museum,Shawn Levy,11,1130300000.0,5cbf57e7f1b3f84eb09ba5e8
191500000.0,191500000.0,Cars 2,Brad Lewis,1,191500000.0,5cbf57e7f1b3f84eb09ba5e9
86100000.0,191200000.0,Ninja Turtles,Jonathan Liebesman,5,430500000.0,5cbf57e7f1b3f84eb09ba5ea
41500.0,41500.0,Fat Kid Rules the World,Matthew Lillard,1,41500.0,5cbf57e7f1b3f84eb09ba5eb
63600000.0,186300000.0,Mr. & Mrs. Smith,Doug Liman,9,572600000.0,5cbf57e7f1b3f84eb09ba5ec
105700000.0,238700000.0,Fast & Furious 6,Justin Lin,8,845900000.0,5cbf57e7f1b3f84eb09ba5ed
4900000.0,4900000.0,The Apparition,Todd Lincoln,1,4900000.0,5cbf57e7f1b3f84eb09ba5ee
203000.0,203000.0,10 Years,Jamie Linden,1,203000.0,5cbf57e7f1b3f84eb09ba5ef
11300000.0,81300000.0,School of Rock,Richard Linklater,18,203900000.0,5cbf57e7f1b3f84eb09ba5f0
12400000.0,33000000.0,Tron,Steven Lisberger,3,37200000.0,5cbf57e7f1b3f84eb09ba5f1
11400000.0,48800000.0,Firewall,Richard Loncraine,7,79800000.0,5cbf57e7f1b3f84eb09ba5f2
19000000.0,47700000.0,Manchester by the Sea,Kenneth Lonergan,3,56900000.0,5cbf57e7f1b3f84eb09ba5f3
68900000.0,106800000.0,Chicken Run,Peter Lord,2,137900000.0,5cbf57e7f1b3f84eb09ba5f4
178200000.0,257800000.0,The LEGO Movie,Phil Lord,4,712800000.0,5cbf57e7f1b3f84eb09ba5f5
35800000.0,35800000.0,Trouble with the Curve,Robert Lorenz,1,35800000.0,5cbf57e7f1b3f84eb09ba5f6
290700000.0,474500000.0,The Phantom Menace,George Lucas,6,1743900000.0,5cbf57e7f1b3f84eb09ba5f7
70400000.0,113300000.0,Bad Moms,Jon Lucas,3,211100000.0,5cbf57e7f1b3f84eb09ba5f8
30800000.0,57700000.0,Takers,John Luessenhop,3,92500000.0,5cbf57e7f1b3f84eb09ba5f9
62000000.0,144800000.0,The Great Gatsby,Baz Luhrmann,5,309900000.0,5cbf57e7f1b3f84eb09ba5fa
60100000.0,96500000.0,Legally Blonde,Robert Luketic,7,421000000.0,5cbf57e7f1b3f84eb09ba5fb
5600000.0,5600000.0,Cesar Chavez,Diego Luna,1,5600000.0,5cbf57e7f1b3f84eb09ba5fc
10000000.0,18200000.0,Last Castle,Rod Lurie,5,49800000.0,5cbf57e7f1b3f84eb09ba5fd
31800000.0,51500000.0,My Bloody Valentine 3-D,Patrick Lussier,3,95300000.0,5cbf57e7f1b3f84eb09ba5fe
10900000.0,30900000.0,Dune,David Lynch,9,98100000.0,5cbf57e7f1b3f84eb09ba5ff
8500000.0,37000000.0,State of Play,Kevin Macdonald,10,84800000.0,5cbf57ecf1b3f84eb09ba600
114500000.0,218800000.0,Ted,Seth MacFarlane,3,343400000.0,5cbf57ecf1b3f84eb09ba601
47900.0,58300.0,Rudderless,William H. Macy,2,95800.0,5cbf57ecf1b3f84eb09ba602
23400000.0,100300000.0,Shakespeare in Love,John Madden,11,257500000.0,5cbf57ecf1b3f84eb09ba603
303000.0,583000.0,W.E.,Madonna,2,606000.0,5cbf57ecf1b3f84eb09ba604
31900000.0,71500000.0,Bridget Jones's Diary,Sharon Maguire,3,95800000.0,5cbf57ecf1b3f84eb09ba605
8400000.0,36400000.0,Thin Red Line,Terrence Malick,8,67500000.0,5cbf57ecf1b3f84eb09ba606
6000000.0,23500000.0,Heist,David Mamet,10,60000000.0,5cbf57ecf1b3f84eb09ba607
78200000.0,226300000.0,Logan,James Mangold,10,782400000.0,5cbf57ecf1b3f84eb09ba608
47600000.0,101000000.0,Collateral,Michael Mann,11,524100000.0,5cbf57ecf1b3f84eb09ba609
2800000.0,2800000.0,The Identical,Dustin Marcellino,1,2800000.0,5cbf57ecf1b3f84eb09ba60a
62300000.0,62300000.0,Underworld Awakening,Mars Marlind,1,62300000.0,5cbf57ecf1b3f84eb09ba60b
63100000.0,81600000.0,Eight Below,Frank Marshall,4,252600000.0,5cbf57ecf1b3f84eb09ba60c
56900000.0,178400000.0,Pretty Woman,Garry Marshall,18,1023400000.0,5cbf57ecf1b3f84eb09ba60d
58200000.0,115200000.0,Big,Penny Marshall,7,407300000.0,5cbf57ecf1b3f84eb09ba60e
131500000.0,241100000.0,Pirates of the Caribbean 4,Rob Marshall,6,788900000.0,5cbf57ecf1b3f84eb09ba60f
255000.0,255000.0,Dean,Demetri Martin,1,255000.0,5cbf57ecf1b3f84eb09ba610
1000000.0,1000000.0,A Home at the End of the World,Michael Mayer,1,1000000.0,5cbf57ecf1b3f84eb09ba611
12900000.0,25900000.0,Superhero Movie,Craig Mazin,2,25900000.0,5cbf57ecf1b3f84eb09ba612
17600000.0,45100000.0,Spotlight,Tom McCarthy,4,70400000.0,5cbf57ecf1b3f84eb09ba613
70000000.0,70000000.0,Act of Valor,Mike McCoy,1,70000000.0,5cbf57ecf1b3f84eb09ba614
4500000.0,5400000.0,The Guard,John Michael McDonagh,2,9000000.0,5cbf57ecf1b3f84eb09ba615
80100000.0,125300000.0,Terminator Salvation,McG,6,480500000.0,5cbf57ecf1b3f84eb09ba616
7000000.0,22200000.0,Emma,Douglas McGrath,5,34800000.0,5cbf57ecf1b3f84eb09ba617
182700000.0,216400000.0,Madagascar 3,Tom McGrath,5,913400000.0,5cbf57ecf1b3f84eb09ba618
544000.0,544000.0,American Pastoral,Ewan McGregor,1,544000.0,5cbf57ecf1b3f84eb09ba619
99800000.0,148200000.0,Talladega Nights,Adam McKay,7,698600000.0,5cbf57ecf1b3f84eb09ba61a
25100000.0,25100000.0,Killer Elite,Gary McKendry,1,25100000.0,5cbf57ecf1b3f84eb09ba61b
69500000.0,69500000.0,The First Purge,Gerard McMurray,1,69500000.0,5cbf57ecf1b3f84eb09ba61c
15000000.0,43900000.0,Soul Surfer,Sean McNamara,5,74900000.0,5cbf57ecf1b3f84eb09ba61d
125300000.0,220200000.0,Mission: Impossible 6,Christopher McQuarrie,4,501300000.0,5cbf57ecf1b3f84eb09ba61e
25800000.0,56700000.0,12 Years a Slave,Steve McQueen (II),4,103100000.0,5cbf57ecf1b3f84eb09ba61f
42900000.0,70500000.0,V for Vendetta,James McTeigue,4,171500000.0,5cbf57ecf1b3f84eb09ba620
55500000.0,122000000.0,Hunt for Red October,John McTiernan,11,610900000.0,5cbf57ecf1b3f84eb09ba621
4500000.0,19200000.0,Species II,Peter Medak,6,27200000.0,5cbf57ecf1b3f84eb09ba622
74400000.0,139900000.0,Taken 2,Olivier Megaton,4,297500000.0,5cbf57ecf1b3f84eb09ba623
106900000.0,169600000.0,Hidden Figures,Theodore Melfi,2,213700000.0,5cbf57ecf1b3f84eb09ba624
119100000.0,304400000.0,Skyfall,Sam Mendes,7,834000000.0,5cbf57ecf1b3f84eb09ba625
104300000.0,182800000.0,What Women Want,Nancy Meyers,6,625600000.0,5cbf57ecf1b3f84eb09ba626
1100000.0,1100000.0,The Rover,David Michod,2,2200000.0,5cbf57ecf1b3f84eb09ba627
38800000.0,75600000.0,Moneyball,Bennett Miller,3,116500000.0,5cbf57ecf1b3f84eb09ba628
236000000.0,322700000.0,Shrek the Third,Chris Miller,2,472000000.0,5cbf57ecf1b3f84eb09ba629
35900000.0,74100000.0,Sin City,Frank Miller,3,107700000.0,5cbf57ecf1b3f84eb09ba62a
60400000.0,198000000.0,Happy Feet,George Miller,10,603500000.0,5cbf57ecf1b3f84eb09ba62b
52500000.0,52500000.0,No Good Deed,Sam Miller,1,52500000.0,5cbf57ecf1b3f84eb09ba62c
178200000.0,257800000.0,The LEGO Movie,Chris Miller (II),4,712800000.0,5cbf57ecf1b3f84eb09ba62d
4300000.0,5800000.0,Beginners,Mike Mills,3,12800000.0,5cbf57ecf1b3f84eb09ba62e
43500000.0,95600000.0,Cold Mountain,Anthony Minghella,6,261200000.0,5cbf57ecf1b3f84eb09ba62f
123900000.0,422800000.0,Lion King,Rob Minkoff,7,867200000.0,5cbf57ecf1b3f84eb09ba630
1800000.0,3100000.0,Hedwig and the Angry Inch,John Cameron Mitchell,4,7400000.0,5cbf57ecf1b3f84eb09ba631
116900000.0,238700000.0,Shrek Forever After,Mike Mitchell,8,935300000.0,5cbf57ecf1b3f84eb09ba632
48500.0,48500.0,Tales from Earthsea,Goro Miyazaki,1,48500.0,5cbf57ecf1b3f84eb09ba633
6300000.0,15700000.0,Ponyo,Hayao Miyazaki,7,44400000.0,5cbf57ecf1b3f84eb09ba634
12200.0,16100.000000000002,London Boulevard,William Monahan,2,24300.0,5cbf57ecf1b3f84eb09ba635
7300000.0,8100000.0,Bella,Alejandro Monteverde,2,14600000.0,5cbf57ecf1b3f84eb09ba636
76000000.0,87000000.0,Sisters,Jason Moore,2,152000000.0,5cbf57ecf1b3f84eb09ba637
48500000.0,67300000.0,A Good Day to Die Hard,John Moore,5,242500000.0,5cbf57ecf1b3f84eb09ba638
19800000.0,119200000.0,Fahrenheit 9/11,Michael Moore,10,197600000.0,5cbf57ecf1b3f84eb09ba639
243900000.0,341300000.0,Zootopia,Rich Moore,3,731800000.0,5cbf57ecf1b3f84eb09ba63a
70400000.0,113300000.0,Bad Moms,Scott Moore,3,211100000.0,5cbf57ecf1b3f84eb09ba63b
43300000.0,145000000.0,Taken,Pierre Morel,5,216400000.0,5cbf57ecf1b3f84eb09ba63c
1300000.0,4200000.0,The Fog of War,Errol Morris,8,10100000.0,5cbf57ecf1b3f84eb09ba63d
38400000.0,121500000.0,Superbad,Greg Mottola,5,191900000.0,5cbf57ecf1b3f84eb09ba63e
750000.0,1100000.0,The Messenger,Oren Moverman,3,2200000.0,5cbf57ecf1b3f84eb09ba63f
49600000.0,163600000.0,The Pursuit of Happyness,Gabriele Muccino,5,247900000.0,5cbf57ecf1b3f84eb09ba640
13500.0,13500.0,Paper Man,Kieran Mulroney,1,13500.0,5cbf57ecf1b3f84eb09ba641
13500.0,13500.0,Paper Man,Michele Mulroney,1,13500.0,5cbf57ecf1b3f84eb09ba642
27700000.0,54100000.0,TMNT,Kevin Munroe,2,55300000.0,5cbf57ecf1b3f84eb09ba643
43800000.0,80600000.0,Eat Pray Love,Ryan Murphy,2,87600000.0,5cbf57ecf1b3f84eb09ba644
58000000.0,106600000.0,300: Rise of An Empire,Noam Murro,2,116100000.0,5cbf57ecf1b3f84eb09ba645
199600000.0,327500000.0,It,Andres Muschietti,2,399100000.0,5cbf57ecf1b3f84eb09ba646
213000.0,213000.0,Supermensch: The Legend of Shep Gordon,Mike Myers,1,213000.0,5cbf57ecf1b3f84eb09ba647
14000000.0,14000000.0,What's Your Number?,Mark Mylod,1,14000000.0,5cbf57ecf1b3f84eb09ba648
8400000.0,16100000.000000002,Vanity Fair,Mira Nair,10,83600000.0,5cbf57ecf1b3f84eb09ba649
8800000.0,17000000.0,Splice,Vincenzo Natali,2,17500000.0,5cbf57ecf1b3f84eb09ba64a
15000000.0,35300000.0,Selena,Gregory Nava,4,60000000.0,5cbf57ecf1b3f84eb09ba64b
28500000.0,51800000.0,Ghost Rider 2,Mark Neveldine,4,113800000.0,5cbf57ecf1b3f84eb09ba64c
41600000.0,290200000.0,Harry Potter / Goblet of Fire,Mike Newell,14,582000000.0,5cbf57ecf1b3f84eb09ba64d
896000.0,896000.0,The Glass Menagerie,Paul Newman,1,896000.0,5cbf57ecf1b3f84eb09ba64e
18500000.0,37500000.0,In Time,Andrew Niccol,6,110800000.0,5cbf57ecf1b3f84eb09ba64f
7000000.0,21600000.0,Mud,Jeff Nichols,5,34800000.0,5cbf57ecf1b3f84eb09ba650
45200000.0,124100000.0,Birdcage,Mike Nichols,16,722500000.0,5cbf57ecf1b3f84eb09ba651
785000.0,785000.0,Firelight,William Nicholson,1,785000.0,5cbf57ecf1b3f84eb09ba652
36100000.0,36100000.0,Walking with Dinosaurs,Neil Nightingale,1,36100000.0,5cbf57ecf1b3f84eb09ba653
44300000.0,80600000.0,Texas Chainsaw Massacre,Marcus Nispel,4,177100000.0,5cbf57ecf1b3f84eb09ba654
24000000.0,24000000.0,Don't Be Afraid of the Dark,Troy Nixey,1,24000000.0,5cbf57ecf1b3f84eb09ba655
549000.0,817000.0,Climax,Gaspar Noe,4,2200000.0,5cbf57ecf1b3f84eb09ba656
182400000.0,535200000.00000006,The Dark Knight,Christopher Nolan,11,2006700000.0,5cbf57ecf1b3f84eb09ba657
34700000.0,62500000.0,The Adjustment Bureau,George Nolfi,2,69400000.0,5cbf57ecf1b3f84eb09ba658
34600000.0,54700000.0,Project X,Nima Nourizadeh,2,69200000.0,5cbf57ecf1b3f84eb09ba659
43600000.0,122200000.0,Clear and Present Danger,Phillip Noyce,13,567200000.0,5cbf57ecf1b3f84eb09ba65a
10500000.0,11900000.0,Sydney White,Joe Nussbaum,3,31500000.0,5cbf57ecf1b3f84eb09ba65b
15800.0,15800.0,Anchor Baby,Lonzo Nzekwe,1,15800.0,5cbf57ecf1b3f84eb09ba65c
30500000.0,86300000.0,The Accountant,Gavin O'Connor,6,182900000.0,5cbf57ecf1b3f84eb09ba65d
60400000.0,108400000.0,When Nature Calls,Steve Oedekerk,4,241500000.0,5cbf57ecf1b3f84eb09ba65e
51200000.0,90600000.0,High School Musical 3,Kenny Ortega,4,205000000.0,5cbf57ecf1b3f84eb09ba65f
48000000.0,71100000.0,The Score,Frank Oz,12,575400000.0,5cbf57ecf1b3f84eb09ba660
10400000.0,58600000.0,RoboCop,Jose Padilha,6,62300000.0,5cbf57ecf1b3f84eb09ba661
34500000.0,100800000.0,Pelican Brief,Alan J. Pakula,12,413800000.0,5cbf57ecf1b3f84eb09ba662
13700000.0,13700000.0,Hit and Run,David Palmer,1,13700000.0,5cbf57ecf1b3f84eb09ba663
61400000.0,110300000.0,Fun with Dick and Jane,Dean Parisot,4,245600000.0,5cbf57ecf1b3f84eb09ba664
7800000.0,18500000.0,Ideal Husband,Oliver Parker,5,38800000.0,5cbf57ecf1b3f84eb09ba665
28500000.0,52000000.0,"South Park - Bigger, Longer and Uncut",Trey Parker,3,85400000.0,5cbf57ecf1b3f84eb09ba666
39500000.0,82600000.0,The Descendants,Alexander Payne,7,276400000.0,5cbf57ecf1b3f84eb09ba667
6700000.0,6700000.0,Hotel Artemis,Drew Pearce,1,6700000.0,5cbf57ecf1b3f84eb09ba668
173200000.0,176000000.0,Get Out,Jordan Peele,2,346400000.0,5cbf57ecf1b3f84eb09ba669
19200000.0,35300000.0,Carrie,Kimberly Peirce,3,57700000.0,5cbf57ecf1b3f84eb09ba66a
54000000.0,107900000.0,Paranormal Activity,Oren Peli,2,107900000.0,5cbf57ecf1b3f84eb09ba66b
9200000.0,35700000.0,Mothman Prophecies,Mark Pellington,7,64400000.00000001,5cbf57ecf1b3f84eb09ba66c
9600000.0,18400000.0,Into the Wild,Sean Penn,2,19200000.0,5cbf57ecf1b3f84eb09ba66d
76700.0,116000.0,The Grand,Zak Penn,2,153000.0,5cbf57ecf1b3f84eb09ba66e
6300000.0,24800000.0,Our Idiot Brother,Jesse Peretz,5,31600000.0,5cbf57ecf1b3f84eb09ba66f
93000.0,200000.0,Listen Up Philip,Alex Ross Perry,5,465000.0,5cbf57ecf1b3f84eb09ba670
50600000.0,90500000.0,Madea Goes to Jail,Tyler Perry,20,1012300000.0,5cbf57ecf1b3f84eb09ba671
77500000.0,182600000.0,Perfect Storm,Wolfgang Petersen,10,775100000.0,5cbf57ecf1b3f84eb09ba672
293000000.0,293000000.0,Up,Bob Peterson,1,293000000.0,5cbf57ecf1b3f84eb09ba673
81700000.0,155200000.0,San Andreas,Brad Peyton,5,408500000.0,5cbf57ecf1b3f84eb09ba674
23000000.0,23000000.0,Transcendence,Wally Pfister,1,23000000.0,5cbf57ecf1b3f84eb09ba675
103800000.0,277300000.0,The Hangover,Todd Phillips,10,1038099999.9999999,5cbf57ecf1b3f84eb09ba676
36900000.0,50300000.0,Hot Tub Time Machine,Steve Pink,4,147600000.0,5cbf57ecf1b3f84eb09ba677
28400000.0,55700000.0,Happy Death Day,Gregory Plotkin,3,85100000.0,5cbf57ecf1b3f84eb09ba678
8500000.0,8500000.0,The Quiet Ones,John Pogue,1,8500000.0,5cbf57ecf1b3f84eb09ba679
34700000.0,101300000.0,Stir Crazy,Sidney Poitier,4,138600000.0,5cbf57ecf1b3f84eb09ba67a
11300000.0,32600000.0,The Pianist,Roman Polanski,13,147200000.0,5cbf57ecf1b3f84eb09ba67b
59600000.0,177200000.0,Tootsie,Sydney Pollack,13,774500000.0,5cbf57ecf1b3f84eb09ba67c
2500000.0,4600000.0,Away from Her,Sarah Polley,3,7400000.0,5cbf57ecf1b3f84eb09ba67d
6200000.0,20500000.0,The Circle,James Ponsoldt,5,30800000.0,5cbf57ecf1b3f84eb09ba67e
572000.0,572000.0,A Tale of Love and Darkness,Natalie Portman,1,572000.0,5cbf57ecf1b3f84eb09ba67f
26600000.0,37800000.0,The Secret Life of Bees,Gina Prince-Bythewood,3,79800000.0,5cbf57ecf1b3f84eb09ba680
53500000.0,144800000.0,"I, Robot",Alex Proyas,6,321000000.0,5cbf57ecf1b3f84eb09ba681
33100000.0,47600000.0,Into The Storm,Steven Quale,3,99200000.0,5cbf57ecf1b3f84eb09ba682
5500000.0,21800000.0,Il Postino,Michael Radford,7,38500000.0,5cbf57ecf1b3f84eb09ba683
272000.0,327000.0,Liberal Arts,Josh Radnor,2,543000.0,5cbf57ecf1b3f84eb09ba684
109000000.0,403700000.0,Spider-Man,Sam Raimi,14,1526700000.0,5cbf57ecf1b3f84eb09ba685
39600000.0,106900000.0,Analyze This,Harold Ramis,11,435700000.0,5cbf57ecf1b3f84eb09ba686
1200000.0,2500000.0,You Were Never Really Here,Lynne Ramsay,4,4800000.0,5cbf57ecf1b3f84eb09ba687
113100000.0,234400000.0,X-Men: The Last Stand,Brett Ratner,10,1130800000.0,5cbf57ecf1b3f84eb09ba688
18500000.0,33200000.000000004,Breach,Billy Ray,3,55600000.0,5cbf57ecf1b3f84eb09ba689
30500000.0,75400000.0,Horse Whisperer,Robert Redford,9,274800000.0,5cbf57ecf1b3f84eb09ba68a
117000000.0,216600000.0,Ant-Man and the Wasp,Peyton Reed,6,701900000.0,5cbf57ecf1b3f84eb09ba68b
100000.0,100000.0,Man of Tai Chi,Keanu Reeves,1,100000.0,5cbf57ecf1b3f84eb09ba68c
90700000.0,208500000.0,Dawn of the Planet of the Apes,Matt Reeves,5,453300000.0,5cbf57ecf1b3f84eb09ba68d
7500000.0,35100000.0,Drive (2011),Nicolas Winding Refn,5,37300000.0,5cbf57ecf1b3f84eb09ba68e
578000.0,1100000.0,Certain Women,Kelly Reichardt,6,3500000.0,5cbf57ecf1b3f84eb09ba68f
34000000.0,141300000.0,A Few Good Men,Rob Reiner,20,679400000.0,5cbf57ecf1b3f84eb09ba690
73300000.0,242200000.0,Ghostbusters,Ivan Reitman,15,1099600000.0,5cbf57ecf1b3f84eb09ba691
36700000.0,143500000.0,Juno,Jason Reitman,8,293900000.0,5cbf57ecf1b3f84eb09ba692
300500000.0,368400000.0,The Secret Life of Pets,Chris Renaud,4,1202000000.0,5cbf57ecf1b3f84eb09ba693
40800000.0,84400000.0,"Crazy, Stupid, Love.",John Requa,4,163300000.0,5cbf57ecf1b3f84eb09ba694
40700000.0,165500000.0,Robin Hood: Prince of Thieves,Kevin Reynolds,9,365900000.0,5cbf57ecf1b3f84eb09ba695
558000.0,558000.0,A Little Chaos,Alan Rickman,1,558000.0,5cbf57ecf1b3f84eb09ba696
173000.0,341000.0,Jimi: All Is By My Side,John Ridley,2,346000.0,5cbf57ecf1b3f84eb09ba697
2000000.0,7900000.0,The Chase,Adam Rifkin,6,12200000.0,5cbf57ecf1b3f84eb09ba698
38400000.0,38400000.0,47 Ronin,Carl Rinsch,1,38400000.0,5cbf57ecf1b3f84eb09ba699
57900000.0,209000000.0,Sherlock Holmes,Guy Ritchie,9,521000000.0,5cbf57ecf1b3f84eb09ba69a
121700000.0,279300000.0,Meet the Fockers,Jay Roach,9,1095400000.0,5cbf57ecf1b3f84eb09ba69b
32900000.0,95700000.0,Norbit,Brian Robbins,10,329400000.0,5cbf57ecf1b3f84eb09ba69c
15600000.0,39400000.0,Dead Man Walking,Tim Robbins,3,46700000.0,5cbf57ecf1b3f84eb09ba69d
194000.0,194000.0,Around the Bend,Jordan Roberts,1,194000.0,5cbf57ecf1b3f84eb09ba69e
2000000.0,3100000.0,Obvious Child,Gillian Robespierre,2,4099999.9999999995,5cbf57ecf1b3f84eb09ba69f
44700000.0,63000000.0,The Last Song,Julie Anne Robinson,2,89400000.0,5cbf57ecf1b3f84eb09ba6a0
25300000.0,38100000.0,Head of State,Chris Rock,3,76000000.0,5cbf57ecf1b3f84eb09ba6a1
46600000.0,112700000.0,Spy Kids,Robert Rodriguez,17,792000000.0,5cbf57ecf1b3f84eb09ba6a2
53800000.0,101500000.0,This is the End,Seth Rogen,2,107600000.0,5cbf57ecf1b3f84eb09ba6a3
17000000.0,31600000.0,One Hour Photo,Mark Romanek,2,34000000.0,5cbf57ecf1b3f84eb09ba6a4
87000000.0,172600000.0,Pirates of the Caribbean 5,Joachim Ronning,2,174100000.0,5cbf57ecf1b3f84eb09ba6a5
11000000.0,36800000.0,Bounce,Don Roos,4,44000000.0,5cbf57ecf1b3f84eb09ba6a6
3600000.0,10700000.0,The Drop,Michael Roskam,3,10900000.0,5cbf57ecf1b3f84eb09ba6a7
146000000.0,408000000.0,The Hunger Games,Gary Ross,5,729900000.0,5cbf57ecf1b3f84eb09ba6a8
28000000.0,68500000.0,House With A Clock In Its Walls,Eli Roth,7,195900000.0,5cbf57ecf1b3f84eb09ba6a9
35500000.0,93600000.0,America's Sweethearts,Joe Roth,6,213200000.0,5cbf57ecf1b3f84eb09ba6aa
31400000.0,101600000.0,Sleeping with the Enemy,Joseph Ruben,9,282700000.0,5cbf57ecf1b3f84eb09ba6ab
13800.0,13800.0,Sympathy for Delicious,Mark Ruffalo,1,13800.0,5cbf57ecf1b3f84eb09ba6ac
